A monkey liked a dog that burned a plant .	monkey ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND dog ( x _ 4 ) AND dog . nmod ( x _ 4 , x _ 6 ) AND burn . agent ( x _ 6 , x _ 4 ) AND burn . theme ( x _ 6 , x _ 8 ) AND plant ( x _ 8 )	like ( agent = monkey , theme = dog ( nmod = burn ( agent = dog , theme = plant ) ) )	
Hannah awarded Aurora a donut that was dusted by the girl .	* girl ( x _ 10 ) ; award . agent ( x _ 1 , Hannah ) AND award . recipient ( x _ 1 , Aurora ) AND award . theme ( x _ 1 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod ( x _ 4 , x _ 7 ) AND dust . theme ( x _ 7 , x _ 4 ) AND dust . agent ( x _ 7 , x _ 10 )	award ( agent = Hannah , recipient = Aurora , theme = donut ( nmod = dust ( theme = donut , agent = * girl ) ) )	
The judge loved a king that poked a hamburger .	* judge ( x _ 1 ) ; love . agent ( x _ 2 , x _ 1 ) AND love . theme ( x _ 2 , x _ 4 ) AND king ( x _ 4 ) AND king . nmod ( x _ 4 , x _ 6 ) AND poke . agent ( x _ 6 , x _ 4 ) AND poke . theme ( x _ 6 , x _ 8 ) AND hamburger ( x _ 8 )	love ( agent = * judge , theme = king ( nmod = poke ( agent = king , theme = hamburger ) ) )	
Brooklyn shortened a mandarin that was lended to Nora .	shorten . agent ( x _ 1 , Brooklyn ) AND shorten . theme ( x _ 1 , x _ 3 ) AND mandarin ( x _ 3 ) AND mandarin . nmod ( x _ 3 , x _ 6 ) AND lend . theme ( x _ 6 , x _ 3 ) AND lend . recipient ( x _ 6 , Nora )	shorten ( agent = Brooklyn , theme = mandarin ( nmod = lend ( theme = mandarin , recipient = Nora ) ) )	
Emma pierced Elijah that a girl grew .	pierce . agent ( x _ 1 , Emma ) AND pierce . theme ( x _ 1 , Elijah ) AND Elijah . nmod ( x _ 2 , x _ 6 ) AND girl ( x _ 5 ) AND grow . agent ( x _ 6 , x _ 5 ) AND grow . theme ( x _ 6 , Elijah )	pierce ( agent = Emma , theme = Elijah ( nmod = grow ( agent = girl , theme = Elijah ) ) )	
The girl forwarded Sophia a pen that Noah lended Olivia .	* girl ( x _ 1 ) ; forward . agent ( x _ 2 , x _ 1 ) AND forward . recipient ( x _ 2 , Sophia ) AND forward . theme ( x _ 2 , x _ 5 ) AND pen ( x _ 5 ) AND pen . nmod ( x _ 5 , x _ 8 ) AND lend . agent ( x _ 8 , Noah ) AND lend . recipient ( x _ 8 , Olivia ) AND lend . theme ( x _ 8 , x _ 5 )	forward ( agent = * girl , recipient = Sophia , theme = pen ( nmod = lend ( agent = Noah , recipient = Olivia , theme = pen ) ) )	
A girl drew a cake that was liked by Liam .	girl ( x _ 1 ) AND draw . agent ( x _ 2 , x _ 1 ) AND draw . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND like . theme ( x _ 7 , x _ 4 ) AND like . agent ( x _ 7 , Liam )	draw ( agent = girl , theme = cake ( nmod = like ( theme = cake , agent = Liam ) ) )	
Emma ate Liam that Noah respected .	eat . agent ( x _ 1 , Emma ) AND eat . theme ( x _ 1 , Liam ) AND Liam . nmod ( x _ 2 , x _ 5 ) AND respect . agent ( x _ 5 , Noah ) AND respect . theme ( x _ 5 , Liam )	eat ( agent = Emma , theme = Liam ( nmod = respect ( agent = Noah , theme = Liam ) ) )	
Alexander rolled the balloon that Emma fed Noah .	* balloon ( x _ 3 ) ; roll . agent ( x _ 1 , Alexander ) AND roll . theme ( x _ 1 , x _ 3 ) AND balloon . nmod ( x _ 3 , x _ 6 ) AND feed . agent ( x _ 6 , Emma ) AND feed . recipient ( x _ 6 , Noah ) AND feed . theme ( x _ 6 , x _ 3 )	roll ( agent = Alexander , theme = * balloon ( nmod = feed ( agent = Emma , recipient = Noah , theme = * balloon ) ) )	
Liam nursed the boy that a girl liked .	* boy ( x _ 3 ) ; nurse . agent ( x _ 1 , Liam ) AND nurse . theme ( x _ 1 , x _ 3 ) AND boy . nmod ( x _ 3 , x _ 7 ) AND girl ( x _ 6 ) AND like . agent ( x _ 7 , x _ 6 ) AND like . theme ( x _ 7 , x _ 3 )	nurse ( agent = Liam , theme = * boy ( nmod = like ( agent = girl , theme = * boy ) ) )	
The boy slid a bat that was rolled by the bear .	* boy ( x _ 1 ) ; * bear ( x _ 10 ) ; slide . agent ( x _ 2 , x _ 1 ) AND slide . theme ( x _ 2 , x _ 4 ) AND bat ( x _ 4 ) AND bat . nmod ( x _ 4 , x _ 7 ) AND roll . theme ( x _ 7 , x _ 4 ) AND roll . agent ( x _ 7 , x _ 10 )	slide ( agent = * boy , theme = bat ( nmod = roll ( theme = bat , agent = * bear ) ) )	
A girl found a teacher that froze a cat .	girl ( x _ 1 ) AND find . agent ( x _ 2 , x _ 1 ) AND find . theme ( x _ 2 , x _ 4 ) AND teacher ( x _ 4 ) AND teacher . nmod ( x _ 4 , x _ 6 ) AND freeze . agent ( x _ 6 , x _ 4 ) AND freeze . theme ( x _ 6 , x _ 8 ) AND cat ( x _ 8 )	find ( agent = girl , theme = teacher ( nmod = freeze ( agent = teacher , theme = cat ) ) )	
A boy tossed a pencil that was liked by a girl .	boy ( x _ 1 ) AND toss . agent ( x _ 2 , x _ 1 ) AND toss . theme ( x _ 2 , x _ 4 ) AND pencil ( x _ 4 ) AND pencil . nmod ( x _ 4 , x _ 7 ) AND like . theme ( x _ 7 , x _ 4 ) AND like . agent ( x _ 7 , x _ 10 ) AND girl ( x _ 10 )	toss ( agent = boy , theme = pencil ( nmod = like ( theme = pencil , agent = girl ) ) )	
The cat cleaned Harper that Emma cooked .	* cat ( x _ 1 ) ; clean . agent ( x _ 2 , x _ 1 ) AND clean . theme ( x _ 2 , Harper ) AND Harper . nmod ( x _ 3 , x _ 6 ) AND cook . agent ( x _ 6 , Emma ) AND cook . theme ( x _ 6 , Harper )	clean ( agent = * cat , theme = Harper ( nmod = cook ( agent = Emma , theme = Harper ) ) )	
The bear lended the professor a cookie that was slipped to Olivia by the boy .	* bear ( x _ 1 ) ; * professor ( x _ 4 ) ; * boy ( x _ 14 ) ; lend . agent ( x _ 2 , x _ 1 ) AND lend . recipient ( x _ 2 , x _ 4 ) AND lend . theme ( x _ 2 , x _ 6 ) AND cookie ( x _ 6 ) AND cookie . nmod ( x _ 6 , x _ 9 ) AND slip . theme ( x _ 9 , x _ 6 ) AND slip . recipient ( x _ 9 , Olivia ) AND slip . agent ( x _ 9 , x _ 14 )	lend ( agent = * bear , recipient = * professor , theme = cookie ( nmod = slip ( theme = cookie , recipient = Olivia , agent = * boy ) ) )	
A bear mailed a cake that Lincoln pierced to the cat .	* cat ( x _ 10 ) ; bear ( x _ 1 ) AND mail . agent ( x _ 2 , x _ 1 ) AND mail . theme ( x _ 2 , x _ 4 ) AND mail . recipient ( x _ 2 , x _ 10 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND pierce . agent ( x _ 7 , Lincoln ) AND pierce . theme ( x _ 7 , x _ 4 )	mail ( agent = bear , theme = cake ( nmod = pierce ( agent = Lincoln , theme = cake ) ) , recipient = * cat )	
The cat offered a cake that shortened to Leo .	* cat ( x _ 1 ) ; offer . agent ( x _ 2 , x _ 1 ) AND offer . theme ( x _ 2 , x _ 4 ) AND offer . recipient ( x _ 2 , Leo ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 6 ) AND shorten . theme ( x _ 6 , x _ 4 )	offer ( agent = * cat , theme = cake ( nmod = shorten ( theme = cake ) ) , recipient = Leo )	
Ava cleaned the girl that painted a cake .	* girl ( x _ 3 ) ; clean . agent ( x _ 1 , Ava ) AND clean . theme ( x _ 1 , x _ 3 ) AND girl . nmod ( x _ 3 , x _ 5 ) AND paint . agent ( x _ 5 , x _ 3 ) AND paint . theme ( x _ 5 , x _ 7 ) AND cake ( x _ 7 )	clean ( agent = Ava , theme = * girl ( nmod = paint ( agent = * girl , theme = cake ) ) )	
A student sold a girl the cake that Addison ate .	* cake ( x _ 6 ) ; student ( x _ 1 ) AND sell . agent ( x _ 2 , x _ 1 ) AND sell . recipient ( x _ 2 , x _ 4 ) AND sell . theme ( x _ 2 , x _ 6 ) AND girl ( x _ 4 ) AND cake . nmod ( x _ 6 , x _ 9 ) AND eat . agent ( x _ 9 , Addison ) AND eat . theme ( x _ 9 , x _ 6 )	sell ( agent = student , recipient = girl , theme = * cake ( nmod = eat ( agent = Addison , theme = * cake ) ) )	
Emma gave the visitor the donut that was lended to the girl by Ava .	* visitor ( x _ 3 ) ; * donut ( x _ 5 ) ; * girl ( x _ 11 ) ; give . agent ( x _ 1 , Emma ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 ) AND donut . nmod ( x _ 5 , x _ 8 ) AND lend . theme ( x _ 8 , x _ 5 ) AND lend . recipient ( x _ 8 , x _ 11 ) AND lend . agent ( x _ 8 , Ava )	give ( agent = Emma , recipient = * visitor , theme = * donut ( nmod = lend ( theme = * donut , recipient = * girl , agent = Ava ) ) )	
The girl painted a monster that liked Emma .	* girl ( x _ 1 ) ; paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND monster ( x _ 4 ) AND monster . nmod ( x _ 4 , x _ 6 ) AND like . agent ( x _ 6 , x _ 4 ) AND like . theme ( x _ 6 , Emma )	paint ( agent = * girl , theme = monster ( nmod = like ( agent = monster , theme = Emma ) ) )	
A girl floated a pen that was eaten by Emma .	girl ( x _ 1 ) AND float . agent ( x _ 2 , x _ 1 ) AND float . theme ( x _ 2 , x _ 4 ) AND pen ( x _ 4 ) AND pen . nmod ( x _ 4 , x _ 7 ) AND eat . theme ( x _ 7 , x _ 4 ) AND eat . agent ( x _ 7 , Emma )	float ( agent = girl , theme = pen ( nmod = eat ( theme = pen , agent = Emma ) ) )	
Emma missed a cookie that the cat respected .	* cat ( x _ 6 ) ; miss . agent ( x _ 1 , Emma ) AND miss . theme ( x _ 1 , x _ 3 ) AND cookie ( x _ 3 ) AND cookie . nmod ( x _ 3 , x _ 7 ) AND respect . agent ( x _ 7 , x _ 6 ) AND respect . theme ( x _ 7 , x _ 3 )	miss ( agent = Emma , theme = cookie ( nmod = respect ( agent = * cat , theme = cookie ) ) )	
A dog supported that Addison painted the lion that gave the strawberry to the scientist .	* lion ( x _ 7 ) ; * strawberry ( x _ 11 ) ; * scientist ( x _ 14 ) ; dog ( x _ 1 ) AND support . agent ( x _ 2 , x _ 1 ) AND support . ccomp ( x _ 2 , x _ 5 ) AND paint . agent ( x _ 5 , Addison ) AND paint . theme ( x _ 5 , x _ 7 ) AND lion . nmod ( x _ 7 , x _ 9 ) AND give . agent ( x _ 9 , x _ 7 ) AND give . theme ( x _ 9 , x _ 11 ) AND give . recipient ( x _ 9 , x _ 14 )	support ( agent = dog , ccomp = paint ( agent = Addison , theme = * lion ( nmod = give ( agent = * lion , theme = * strawberry , recipient = * scientist ) ) ) )	
Ava sold the girl a balloon that was discovered .	* girl ( x _ 3 ) ; sell . agent ( x _ 1 , Ava ) AND sell . recipient ( x _ 1 , x _ 3 ) AND sell . theme ( x _ 1 , x _ 5 ) AND balloon ( x _ 5 ) AND balloon . nmod ( x _ 5 , x _ 8 ) AND discover . theme ( x _ 8 , x _ 5 )	sell ( agent = Ava , recipient = * girl , theme = balloon ( nmod = discover ( theme = balloon ) ) )	
Theodore appreciated a drink that a penguin changed .	appreciate . agent ( x _ 1 , Theodore ) AND appreciate . theme ( x _ 1 , x _ 3 ) AND drink ( x _ 3 ) AND drink . nmod ( x _ 3 , x _ 7 ) AND penguin ( x _ 6 ) AND change . agent ( x _ 7 , x _ 6 ) AND change . theme ( x _ 7 , x _ 3 )	appreciate ( agent = Theodore , theme = drink ( nmod = change ( agent = penguin , theme = drink ) ) )	
The mouse changed the cake that was painted by Noah .	* mouse ( x _ 1 ) ; * cake ( x _ 4 ) ; change . agent ( x _ 2 , x _ 1 ) AND change . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND paint . theme ( x _ 7 , x _ 4 ) AND paint . agent ( x _ 7 , Noah )	change ( agent = * mouse , theme = * cake ( nmod = paint ( theme = * cake , agent = Noah ) ) )	
William believed that a sailor gave Harper the cake that a boy helped .	* cake ( x _ 8 ) ; believe . agent ( x _ 1 , William ) AND believe . ccomp ( x _ 1 , x _ 5 ) AND sailor ( x _ 4 ) AND give . agent ( x _ 5 , x _ 4 ) AND give . recipient ( x _ 5 , Harper ) AND give . theme ( x _ 5 , x _ 8 ) AND cake . nmod ( x _ 8 , x _ 12 ) AND boy ( x _ 11 ) AND help . agent ( x _ 12 , x _ 11 ) AND help . theme ( x _ 12 , x _ 8 )	believe ( agent = William , ccomp = give ( agent = sailor , recipient = Harper , theme = * cake ( nmod = help ( agent = boy , theme = * cake ) ) ) )	
Jacob hoped that Ethan lended a teacher the cake that was floated by a girl .	* cake ( x _ 8 ) ; hope . agent ( x _ 1 , Jacob ) AND hope . ccomp ( x _ 1 , x _ 4 ) AND lend . agent ( x _ 4 , Ethan ) AND lend . recipient ( x _ 4 , x _ 6 ) AND lend . theme ( x _ 4 , x _ 8 ) AND teacher ( x _ 6 ) AND cake . nmod ( x _ 8 , x _ 11 ) AND float . theme ( x _ 11 , x _ 8 ) AND float . agent ( x _ 11 , x _ 14 ) AND girl ( x _ 14 )	hope ( agent = Jacob , ccomp = lend ( agent = Ethan , recipient = teacher , theme = * cake ( nmod = float ( theme = * cake , agent = girl ) ) ) )	
Emma said that the butterfly painted the dog that floated the banana .	* butterfly ( x _ 4 ) ; * dog ( x _ 7 ) ; * banana ( x _ 11 ) ; say . agent ( x _ 1 , Emma ) AND say . ccomp ( x _ 1 , x _ 5 ) AND paint . agent ( x _ 5 , x _ 4 ) AND paint . theme ( x _ 5 , x _ 7 ) AND dog . nmod ( x _ 7 , x _ 9 ) AND float . agent ( x _ 9 , x _ 7 ) AND float . theme ( x _ 9 , x _ 11 )	say ( agent = Emma , ccomp = paint ( agent = * butterfly , theme = * dog ( nmod = float ( agent = * dog , theme = * banana ) ) ) )	
William rolled the cake that was eaten by the pony .	* cake ( x _ 3 ) ; * pony ( x _ 9 ) ; roll . agent ( x _ 1 , William ) AND roll . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND eat . theme ( x _ 6 , x _ 3 ) AND eat . agent ( x _ 6 , x _ 9 )	roll ( agent = William , theme = * cake ( nmod = eat ( theme = * cake , agent = * pony ) ) )	
A giraffe liked that Emma examined a hamburger that the girl gave to the child .	* girl ( x _ 10 ) ; * child ( x _ 14 ) ; giraffe ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND examine . agent ( x _ 5 , Emma ) AND examine . theme ( x _ 5 , x _ 7 ) AND hamburger ( x _ 7 ) AND hamburger . nmod ( x _ 7 , x _ 11 ) AND give . agent ( x _ 11 , x _ 10 ) AND give . recipient ( x _ 11 , x _ 14 ) AND give . theme ( x _ 11 , x _ 7 )	like ( agent = giraffe , ccomp = examine ( agent = Emma , theme = hamburger ( nmod = give ( agent = * girl , recipient = * child , theme = hamburger ) ) ) )	
Liam liked Jayden that Emma rolled .	like . agent ( x _ 1 , Liam ) AND like . theme ( x _ 1 , Jayden ) AND Jayden . nmod ( x _ 2 , x _ 5 ) AND roll . agent ( x _ 5 , Emma ) AND roll . theme ( x _ 5 , Jayden )	like ( agent = Liam , theme = Jayden ( nmod = roll ( agent = Emma , theme = Jayden ) ) )	
Daniel ate the boy that drew Luke .	* boy ( x _ 3 ) ; eat . agent ( x _ 1 , Daniel ) AND eat . theme ( x _ 1 , x _ 3 ) AND boy . nmod ( x _ 3 , x _ 5 ) AND draw . agent ( x _ 5 , x _ 3 ) AND draw . theme ( x _ 5 , Luke )	eat ( agent = Daniel , theme = * boy ( nmod = draw ( agent = * boy , theme = Luke ) ) )	
The sailor ate the soap that a priest rolled .	* sailor ( x _ 1 ) ; * soap ( x _ 4 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND soap . nmod ( x _ 4 , x _ 8 ) AND priest ( x _ 7 ) AND roll . agent ( x _ 8 , x _ 7 ) AND roll . theme ( x _ 8 , x _ 4 )	eat ( agent = * sailor , theme = * soap ( nmod = roll ( agent = priest , theme = * soap ) ) )	
Isabella shortened the cat that helped Asher .	* cat ( x _ 3 ) ; shorten . agent ( x _ 1 , Isabella ) AND shorten . theme ( x _ 1 , x _ 3 ) AND cat . nmod ( x _ 3 , x _ 5 ) AND help . agent ( x _ 5 , x _ 3 ) AND help . theme ( x _ 5 , Asher )	shorten ( agent = Isabella , theme = * cat ( nmod = help ( agent = * cat , theme = Asher ) ) )	
Jayden nursed a fly that Emma rolled .	nurse . agent ( x _ 1 , Jayden ) AND nurse . theme ( x _ 1 , x _ 3 ) AND fly ( x _ 3 ) AND fly . nmod ( x _ 3 , x _ 6 ) AND roll . agent ( x _ 6 , Emma ) AND roll . theme ( x _ 6 , x _ 3 )	nurse ( agent = Jayden , theme = fly ( nmod = roll ( agent = Emma , theme = fly ) ) )	
Liam burned Sophia that a girl shortened .	burn . agent ( x _ 1 , Liam ) AND burn . theme ( x _ 1 , Sophia ) AND Sophia . nmod ( x _ 2 , x _ 6 ) AND girl ( x _ 5 ) AND shorten . agent ( x _ 6 , x _ 5 ) AND shorten . theme ( x _ 6 , Sophia )	burn ( agent = Liam , theme = Sophia ( nmod = shorten ( agent = girl , theme = Sophia ) ) )	
A girl noticed that Liam found a boy that craved to clean .	girl ( x _ 1 ) AND notice . agent ( x _ 2 , x _ 1 ) AND notice . ccomp ( x _ 2 , x _ 5 ) AND find . agent ( x _ 5 , Liam ) AND find . theme ( x _ 5 , x _ 7 ) AND boy ( x _ 7 ) AND boy . nmod ( x _ 7 , x _ 9 ) AND crave . agent ( x _ 9 , x _ 7 ) AND crave . xcomp ( x _ 9 , x _ 11 ) AND clean . agent ( x _ 11 , x _ 7 )	notice ( agent = girl , ccomp = find ( agent = Liam , theme = boy ( nmod = crave ( agent = boy , xcomp = clean ( agent = boy ) ) ) ) )	
The governor valued the cake that a boy drew .	* governor ( x _ 1 ) ; * cake ( x _ 4 ) ; value . agent ( x _ 2 , x _ 1 ) AND value . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 8 ) AND boy ( x _ 7 ) AND draw . agent ( x _ 8 , x _ 7 ) AND draw . theme ( x _ 8 , x _ 4 )	value ( agent = * governor , theme = * cake ( nmod = draw ( agent = boy , theme = * cake ) ) )	
The pupil rolled a girl that liked the chalk .	* pupil ( x _ 1 ) ; * chalk ( x _ 8 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND girl ( x _ 4 ) AND girl . nmod ( x _ 4 , x _ 6 ) AND like . agent ( x _ 6 , x _ 4 ) AND like . theme ( x _ 6 , x _ 8 )	roll ( agent = * pupil , theme = girl ( nmod = like ( agent = girl , theme = * chalk ) ) )	
Liam liked that the chicken called Emma that the girl drew .	* chicken ( x _ 4 ) ; * girl ( x _ 9 ) ; like . agent ( x _ 1 , Liam ) AND like . ccomp ( x _ 1 , x _ 5 ) AND call . agent ( x _ 5 , x _ 4 ) AND call . theme ( x _ 5 , Emma ) AND Emma . nmod ( x _ 6 , x _ 10 ) AND draw . agent ( x _ 10 , x _ 9 ) AND draw . theme ( x _ 10 , Emma )	like ( agent = Liam , ccomp = call ( agent = * chicken , theme = Emma ( nmod = draw ( agent = * girl , theme = Emma ) ) ) )	
A bear knew Dylan that a writer drew .	bear ( x _ 1 ) AND know . agent ( x _ 2 , x _ 1 ) AND know . theme ( x _ 2 , Dylan ) AND Dylan . nmod ( x _ 3 , x _ 7 ) AND writer ( x _ 6 ) AND draw . agent ( x _ 7 , x _ 6 ) AND draw . theme ( x _ 7 , Dylan )	know ( agent = bear , theme = Dylan ( nmod = draw ( agent = writer , theme = Dylan ) ) )	
Elijah grew a cat that helped a box .	grow . agent ( x _ 1 , Elijah ) AND grow . theme ( x _ 1 , x _ 3 ) AND cat ( x _ 3 ) AND cat . nmod ( x _ 3 , x _ 5 ) AND help . agent ( x _ 5 , x _ 3 ) AND help . theme ( x _ 5 , x _ 7 ) AND box ( x _ 7 )	grow ( agent = Elijah , theme = cat ( nmod = help ( agent = cat , theme = box ) ) )	
Aubrey decomposed the girl that preferred to cook .	* girl ( x _ 3 ) ; decompose . agent ( x _ 1 , Aubrey ) AND decompose . theme ( x _ 1 , x _ 3 ) AND girl . nmod ( x _ 3 , x _ 5 ) AND prefer . agent ( x _ 5 , x _ 3 ) AND prefer . xcomp ( x _ 5 , x _ 7 ) AND cook . agent ( x _ 7 , x _ 3 )	decompose ( agent = Aubrey , theme = * girl ( nmod = prefer ( agent = * girl , xcomp = cook ( agent = * girl ) ) ) )	
A girl heard a box that Lucas burned .	girl ( x _ 1 ) AND hear . agent ( x _ 2 , x _ 1 ) AND hear . theme ( x _ 2 , x _ 4 ) AND box ( x _ 4 ) AND box . nmod ( x _ 4 , x _ 7 ) AND burn . agent ( x _ 7 , Lucas ) AND burn . theme ( x _ 7 , x _ 4 )	hear ( agent = girl , theme = box ( nmod = burn ( agent = Lucas , theme = box ) ) )	
Emma helped a drink that was loved by Lucas .	help . agent ( x _ 1 , Emma ) AND help . theme ( x _ 1 , x _ 3 ) AND drink ( x _ 3 ) AND drink . nmod ( x _ 3 , x _ 6 ) AND love . theme ( x _ 6 , x _ 3 ) AND love . agent ( x _ 6 , Lucas )	help ( agent = Emma , theme = drink ( nmod = love ( theme = drink , agent = Lucas ) ) )	
Dylan gave the donut that Liam rolled to the girl .	* donut ( x _ 3 ) ; * girl ( x _ 9 ) ; give . agent ( x _ 1 , Dylan ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 9 ) AND donut . nmod ( x _ 3 , x _ 6 ) AND roll . agent ( x _ 6 , Liam ) AND roll . theme ( x _ 6 , x _ 3 )	give ( agent = Dylan , theme = * donut ( nmod = roll ( agent = Liam , theme = * donut ) ) , recipient = * girl )	
A fly sold Harper a newspaper that was tossed .	fly ( x _ 1 ) AND sell . agent ( x _ 2 , x _ 1 ) AND sell . recipient ( x _ 2 , Harper ) AND sell . theme ( x _ 2 , x _ 5 ) AND newspaper ( x _ 5 ) AND newspaper . nmod ( x _ 5 , x _ 8 ) AND toss . theme ( x _ 8 , x _ 5 )	sell ( agent = fly , recipient = Harper , theme = newspaper ( nmod = toss ( theme = newspaper ) ) )	
Emma respected a boy that promised a girl a drink .	respect . agent ( x _ 1 , Emma ) AND respect . theme ( x _ 1 , x _ 3 ) AND boy ( x _ 3 ) AND boy . nmod ( x _ 3 , x _ 5 ) AND promise . agent ( x _ 5 , x _ 3 ) AND promise . recipient ( x _ 5 , x _ 7 ) AND promise . theme ( x _ 5 , x _ 9 ) AND girl ( x _ 7 ) AND drink ( x _ 9 )	respect ( agent = Emma , theme = boy ( nmod = promise ( agent = boy , recipient = girl , theme = drink ) ) )	
A teacher sent Emma a cake that a professor slipped to Liam .	teacher ( x _ 1 ) AND send . agent ( x _ 2 , x _ 1 ) AND send . recipient ( x _ 2 , Emma ) AND send . theme ( x _ 2 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod ( x _ 5 , x _ 9 ) AND professor ( x _ 8 ) AND slip . agent ( x _ 9 , x _ 8 ) AND slip . recipient ( x _ 9 , Liam ) AND slip . theme ( x _ 9 , x _ 5 )	send ( agent = teacher , recipient = Emma , theme = cake ( nmod = slip ( agent = professor , recipient = Liam , theme = cake ) ) )	
Ava wired the cake that Emma offered to the girl to the boy .	* cake ( x _ 3 ) ; * girl ( x _ 9 ) ; * boy ( x _ 12 ) ; wire . agent ( x _ 1 , Ava ) AND wire . theme ( x _ 1 , x _ 3 ) AND wire . recipient ( x _ 1 , x _ 12 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND offer . agent ( x _ 6 , Emma ) AND offer . recipient ( x _ 6 , x _ 9 ) AND offer . theme ( x _ 6 , x _ 3 )	wire ( agent = Ava , theme = * cake ( nmod = offer ( agent = Emma , recipient = * girl , theme = * cake ) ) , recipient = * boy )	
Olivia lended Emma a pen that was helped .	lend . agent ( x _ 1 , Olivia ) AND lend . recipient ( x _ 1 , Emma ) AND lend . theme ( x _ 1 , x _ 4 ) AND pen ( x _ 4 ) AND pen . nmod ( x _ 4 , x _ 7 ) AND help . theme ( x _ 7 , x _ 4 )	lend ( agent = Olivia , recipient = Emma , theme = pen ( nmod = help ( theme = pen ) ) )	
Olivia touched a crayon that Lucas helped .	touch . agent ( x _ 1 , Olivia ) AND touch . theme ( x _ 1 , x _ 3 ) AND crayon ( x _ 3 ) AND crayon . nmod ( x _ 3 , x _ 6 ) AND help . agent ( x _ 6 , Lucas ) AND help . theme ( x _ 6 , x _ 3 )	touch ( agent = Olivia , theme = crayon ( nmod = help ( agent = Lucas , theme = crayon ) ) )	
The child missed the giraffe that cooked the donut .	* child ( x _ 1 ) ; * giraffe ( x _ 4 ) ; * donut ( x _ 8 ) ; miss . agent ( x _ 2 , x _ 1 ) AND miss . theme ( x _ 2 , x _ 4 ) AND giraffe . nmod ( x _ 4 , x _ 6 ) AND cook . agent ( x _ 6 , x _ 4 ) AND cook . theme ( x _ 6 , x _ 8 )	miss ( agent = * child , theme = * giraffe ( nmod = cook ( agent = * giraffe , theme = * donut ) ) )	
A child split Emma that Noah studied .	child ( x _ 1 ) AND split . agent ( x _ 2 , x _ 1 ) AND split . theme ( x _ 2 , Emma ) AND Emma . nmod ( x _ 3 , x _ 6 ) AND study . agent ( x _ 6 , Noah ) AND study . theme ( x _ 6 , Emma )	split ( agent = child , theme = Emma ( nmod = study ( agent = Noah , theme = Emma ) ) )	
